Grade_binary,Student_1_5_Grade_performance,Schools_with_high_no_of_low_income_families,Probabaility that 2 student belong to different Race,Class Size Index,Qualification of teacher,4_10_years_expe_teacher,Media Contect Index of School,No of Expulsion per 100 student,Long Suspensions per 100 students,
0,0.463118213,0.041497636,0.164239074,1.120563174,-0.634822805,1.309609237,-0.423621427,0.213690324,-0.809740398,
0,-1.319007978,1.248148641,-1.472658845,0.423271808,0.641465801,-0.950874729,-0.271924083,0.280978939,0.035175098,
0,0.918160403,1.744269069,-1.451241297,-0.311466163,-0.760391504,-0.493128906,-0.427229276,-1.642099855,0.955661845,
0,1.469702671,1.847987062,-0.30659346,0.918032633,-0.146186268,1.192080715,-0.348002058,-0.363595619,0.253965056,
1,-0.745939971,-0.241711035,-0.088024833,1.360759549,-0.420890855,0.02753316,-0.169464767,-0.376401333,-0.252744153,
0,-0.276754328,0.835073199,0.12620434,1.183862947,-0.967603715,1.712297413,-0.173482908,2.989653175,-0.181489506,
0,-1.406719566,-0.416576007,8.64E-05,1.083371707,0.412629187,-0.653564322,-0.256449868,-0.580054937,0.755771388,
1,1.782764015,0.038358079,-1.322994077,1.372067371,-0.325573983,-0.563141472,-0.299862093,-1.201306191,0.808988256,
0,-0.815136108,0.589369268,0.341099715,0.804737458,0.446926683,0.639357869,-0.459238266,0.823471002,-0.367802298,
0,-1.348626409,0.926132475,-0.882375356,1.191785283,0.254298338,2.041471416,-0.242079343,-0.271744219,-0.196682169,
0,0.681710507,0.329028947,0.261063322,1.228786806,-0.583283802,0.658465049,-0.510402998,0.352744522,-0.389285932,
0,-1.104223184,1.522000669,-0.554438331,-0.132988003,0.959174194,0.180001301,-0.770254267,1.055893626,0.200535252,
1,-0.04768388,-0.55773121,-1.068441958,0.320454532,-0.9678032,0.523568653,-0.212314929,2.161898057,-0.288313816,
1,-0.12923606,-1.741636451,-0.100974775,1.085382013,0.634011179,0.78243998,-0.206335011,0.232192099,0.324902619,
0,-0.706777423,1.146012406,-0.16865273,0.114490545,0.545907208,0.636902609,-0.152438874,-0.294343676,-0.282095696,
0,-1.715390763,1.953203709,-2.0733031,-1.744685966,-0.034090341,2.235080291,-0.459281834,2.295921452,-0.741618718,
0,0.220727792,0.023309078,1.267998148,1.292043487,-0.47321585,0.139128837,-0.319458364,-0.174380276,-0.921824234,
1,1.522198819,-0.529352216,-0.498830676,0.958839337,-0.647016243,-0.373342001,-0.213273442,-0.268007462,0.377204386,
0,-1.647638394,1.367264256,-1.068437492,0.34805508,0.463840288,-0.396693012,-0.279513622,0.67122195,-0.994811118,
0,-0.712200136,1.959166892,-1.038881164,-0.79381157,0.621821885,0.251713446,-0.269725215,0.543299156,-0.666515129,
0,-0.377695704,0.806230945,-1.32626976,0.136256066,-0.441697117,0.298061757,-0.748429624,0.9299976,1.142047338,
0,-1.233723576,0.625817508,-0.231158189,0.006904063,-0.705836859,0.134402295,-0.797079541,0.723933767,-0.360816326,
0,-0.609379965,1.218262674,-0.077710275,0.031492186,0.816799094,1.978281774,-0.321700908,-0.038951547,-0.995356699,
1,0.704816673,0.119436038,-2.137772375,1.292541135,-0.971713816,0.515814105,-0.368290017,-1.237427081,0.515217871,
0,-0.421718263,-0.131951919,-1.561566154,-0.392486856,-1.464997686,0.314119479,-0.218319484,-0.45631057,-1.02724556,
0,0.875595148,-1.288917376,-0.790603298,-0.428082419,-0.324872744,0.466006907,-0.53869913,-0.270686137,0.142243741,
1,1.444718894,-0.384179706,-0.405906627,-0.717217901,-0.58451168,-1.377634679,-0.279173568,-0.672329713,-0.715048776,
0,1.942718891,0.135961809,-1.13188159,0.0479837,0.539452846,-2.395841549,-0.161401552,-0.847138576,0.079286606,
0,1.932188372,-0.348433506,-0.776895436,-1.122383569,-1.102742667,0.685427803,-0.105527137,-0.699377138,-0.524878444,
1,1.617624603,-1.423044594,-0.393220551,-0.81170245,-0.518284299,2.021513737,-0.055797328,-1.863600951,1.511398486,
1,-1.159947005,-0.682784432,-0.812950227,-1.510586914,-2.139798672,-1.678153014,-0.134938902,-0.906339233,-0.145170254,
0,1.646247482,-1.540090989,-0.333569479,-1.057072493,1.033857682,-0.256650127,-0.151595292,-1.119030671,-0.337218408,
0,-0.23759061,-1.567662012,-1.370505145,-1.227714916,-0.079628689,-0.014655668,-0.233131935,-0.213914661,-0.585868527,
0,1.300520593,0.647633883,-1.034895054,0.15119359,-1.189468667,-0.822181076,-0.150542652,0.250882182,0.036350978,
0,-1.046497679,-0.352590971,0.066536159,-0.804193318,0.065834991,1.430635577,-0.16096449,1.962879337,-1.962764387,
0,1.778839391,0.940847432,-0.331439496,-1.485515758,0.099292314,0.01387862,-0.293202512,-0.556830769,-2.002265096,
1,1.772740113,-1.731253355,0.203216086,-1.701244641,0.02985375,-0.625203904,-0.093470852,-0.154359071,-0.221711542,
1,0.915492651,-0.358816682,0.105022331,-0.864665658,-1.109096528,-0.161244224,0.012988538,-0.680828229,-0.062256426,
0,1.109592643,0.68333181,0.592700645,0.014708686,-0.363666116,-0.956213224,-0.040922742,-0.817726711,-1.039644188,
1,0.278749739,-0.430631911,-0.309603152,-0.383197205,0.640190556,-0.879377501,-0.241677772,-1.612951982,-2.45877861,
0,2.120545488,0.01411569,-1.967235321,0.022509016,-0.090169809,-0.337671187,-0.282987222,-0.522448367,-1.202588166,
1,0.753867077,-0.79646621,0.565081748,-1.633627333,-0.220104199,-1.463180114,-0.046057538,-0.23410694,-0.370831712,
0,1.986228923,-0.689733,-1.374443079,-1.283823803,-0.873477006,-1.107780966,-0.234749739,-1.043465567,-0.899663662,
1,1.392910477,-1.093292674,-0.967103403,-1.685656266,-0.789059256,0.91695002,-0.296274332,-1.257467066,-1.598165965,
0,-0.130613978,-0.256046749,-1.11679051,-2.389594671,0.536104512,0.342957094,-0.113744182,-1.078804408,0.110029886,
0,-2.225825802,-0.973604366,-0.517202439,-2.225035138,-0.100893519,-1.147224487,-0.102110647,-0.085140681,0.008567725,
0,-0.705934114,0.139993097,-0.377543876,-2.151485597,0.57855386,-0.869972092,-0.085710991,1.97078903,0.316972798,
0,-1.500366373,-0.405803303,0.808536835,-1.803097358,0.232667113,-0.728681059,1.2029272,0.206157082,-0.059805181,
0,-0.625093673,-0.064089747,-0.086688598,-1.470983512,-0.180025102,-0.143342462,-0.209726719,0.029114293,0.367437682,
0,0.079369642,0.789105516,1.172291792,-1.401671744,0.086591584,1.426453977,-0.039870312,0.980255506,0.367350047,
1,-2.11987221,-0.851267421,-3.900682952,-0.55337961,-1.205181047,-0.633914713,-0.540250584,-1.150674672,2.642719614,
0,-1.36241849,-0.274891221,0.3688077,-1.945310656,-0.558644918,1.798712636,-0.079510089,0.594407737,0.398053996,
0,-1.508250901,0.313994504,-0.110086509,-2.602677726,0.032971063,-0.817017336,-0.027729133,0.278472194,0.297600384,
0,0.423138728,0.261163093,-1.027707656,-1.382589423,-0.856479112,-0.159207521,-0.244476711,0.075177249,-0.0102075,
0,-0.849746597,-0.59685299,1.654422578,-1.694287451,0.469602955,-0.259705468,3.356769353,-0.216600976,-0.450839,
0,-1.056422613,-1.526981927,-0.58822144,-1.610752459,0.254765228,-0.07228924,-0.130936131,-0.433176084,0.613532619,
1,-1.593872116,-0.00667304,-0.061582345,0.104045213,-0.370587753,0.79105451,-0.041553649,0.194981566,0.454998978,
1,0.327596577,-0.782697796,-0.44026682,-0.519449974,-0.389316999,-0.329544061,-0.094615599,-0.793639458,0.337959647,
0,-1.899339197,-0.636229788,-0.383934657,-0.493130585,-0.731615786,1.627095982,0.311074521,-0.579337224,0.41285209,
1,-0.001235261,-0.702137379,1.925075181,-0.945325389,-0.463061469,0.474651828,0.503605341,-0.603888587,-0.567425669,
1,-0.399438368,-1.178795692,0.584758726,-0.708576311,0.615629299,0.755597958,-0.237691907,-1.172997485,0.815396949,
1,-0.813972828,-0.997086727,1.28159087,-1.429108037,-0.974202218,0.452874378,0.373095174,-0.828978448,-1.071036652,
0,-1.314571329,-0.573716607,-0.738629565,-1.228566096,-2.175891799,-1.542799267,-0.266882485,-0.110609292,0.285409565,
0,-1.143753941,-0.907264456,-0.507662183,-1.537178188,-1.241600364,0.280737542,-0.170184035,-0.185730626,-0.118321905,
0,-0.713238389,0.364775363,0.310544347,-1.461937296,-1.06039205,0.136183497,-0.045249036,-0.433875531,0.356668868,
0,0.849930563,0.657810389,-0.183695289,-2.30465354,-0.059474376,1.805955547,-0.038651733,-0.06490743,0.078665422,
0,1.34929147,1.592956447,0.325542758,-2.312343289,0.24854952,0.786666089,-0.074126391,1.381382592,0.52235693,
0,-0.215109834,-0.019931249,0.55190637,-2.460913111,-0.899522616,0.27111032,1.562616065,1.127645727,-0.905785242,
0,-1.150671625,0.652613948,0.252995138,-0.550119887,0.798350052,1.896929565,0.027737963,-0.351858228,0.147906026,
0,0.621139455,0.2524327,-0.880011359,-2.199871696,1.098557011,-0.763640657,0.932982859,1.310825057,0.076233683,
0,-2.043206645,0.020994444,-0.625602207,-1.861558631,-0.99121292,1.710946368,-0.080089738,0.048865994,0.178094554,
1,-1.413325393,-0.901553006,0.226925121,-1.136109187,-0.492087014,0.058261769,-0.0530314,-0.24825374,0.382667158,
0,-1.420216642,0.241954609,-0.455700459,-0.796465006,-0.224686421,0.069427469,0.011875947,-0.522573352,0.115680447,
0,0.327050332,-0.022783863,1.358231229,-1.913128045,-0.415532111,0.510201225,0.277011716,-0.604487259,-0.537140961,
0,-0.523988953,0.488983078,-1.094372303,-0.627597182,-1.975360113,-0.111801959,-0.168496206,-1.82394369,-0.193004341,
0,-0.687256434,1.37453412,-0.01866701,1.159125482,1.306886424,-1.657591263,-0.083111515,-0.829297585,-0.329507686,
0,-0.997818227,1.770449507,-0.054304624,1.140684865,0.135190172,0.458922214,-0.151072745,-0.963634512,0.191647265,
0,-0.598805228,1.558771992,0.075294399,0.958090073,0.156458047,-0.502802396,-0.778295424,-1.150242922,-0.84675883,
0,1.392448359,2.414539584,1.008681469,1.108303087,0.057731848,1.54106742,-0.02332407,-0.462307181,0.050252356,
0,-0.201144719,2.434748352,0.59784382,1.199616605,-1.10101007,0.394052869,0.006595597,-0.777933308,0.159131132,
0,-1.623871201,-0.488359698,-0.147688394,1.204228704,0.381832833,-0.657882038,-0.093566905,0.548112113,0.739967239,
0,-1.944954266,-0.233463345,-0.849204412,1.019821405,0.264115016,-0.209488958,-0.038819802,0.043952893,-0.16726043,
0,-0.734510516,-0.201067452,-1.428146168,1.26633301,0.715557584,0.737476644,-0.357022847,-0.789702995,0.340712732,
0,-2.00636587,-0.960694664,-0.395782867,1.293385016,-2.016001854,-0.936493345,0.217353831,-0.648486495,0.000799281,
0,-0.721845335,1.132330459,-0.918623056,0.465282961,0.293966781,1.051084744,-0.038656328,-0.293526788,-0.367911174,
0,-0.654801428,0.23758114,-0.305003198,-0.043584803,-1.11030956,-0.041848257,-0.02688533,0.560852682,0.718657272,
1,-1.879821655,-0.895233353,1.416791433,-0.828913516,-0.134942001,-0.363742613,0.046048187,0.3052713,-2.230267159,
1,-1.548725191,-1.927879944,-0.569077303,-0.40308054,0.366894683,2.554313781,-0.014996239,-1.615009935,1.16055183,
0,-0.643268154,-0.120998164,-1.693032967,0.288978976,-0.654161368,-0.280366015,-0.047956779,0.37442171,0.225164618,
0,-0.938961315,-0.563736933,-1.231970632,-0.969958113,-0.969446171,-1.919532759,-0.261494719,-0.383268355,0.123787182,
1,-1.287619057,-1.033085104,0.253915531,-1.184578217,-0.438221884,-0.692159016,-0.022545759,-0.330159123,-0.301724824,
0,-0.505368957,-1.647289395,0.73291483,-1.667698567,-0.303731624,-0.053451135,-0.04008346,-0.380717157,0.411776742,
0,-1.479083609,0.035147644,-1.719035429,-1.09414094,-0.525718482,-0.26293996,-0.082359841,0.036938224,-0.169743913,
1,-1.959623751,-1.667081493,-1.193198528,-1.225293542,-0.362932679,0.633521134,-0.19775571,0.163073405,0.05518671,
0,0.455150624,1.419899216,-0.00066112,-0.389382262,-0.344126635,0.396569304,-0.010911094,-1.43967131,0.242381975,
0,0.270267292,0.679059087,-0.291636947,0.208523848,-1.148928738,0.268115367,-0.217948118,-0.82056191,-1.046935879,
0,-0.763315716,0.964247885,-0.767378921,0.828594947,0.620064454,-0.109656328,-0.494219225,-1.426614248,0.722528438,
0,0.34404459,0.278700482,-0.332078346,0.041013038,-0.370608435,-0.54846445,-0.192962202,-0.99681575,-0.016792421,
0,-0.8546004,1.787659674,0.936689023,0.231210855,1.3257282,-0.781177716,-0.037702715,-1.263761971,0.105877108,
1,1.042367592,1.618660111,-1.714814279,0.782531091,2.331642074,-0.109870253,-0.030123651,-1.589869929,0.896104453,
0,-0.768765164,1.086972553,-0.067781679,0.407331437,0.846603663,0.340283769,-0.627259938,-1.195504793,0.403276325,
0,2.075570828,0.18907242,0.757943285,0.610710115,0.335902711,0.031617986,-0.45057006,-0.809335185,-1.213053047,
0,-0.667566135,0.918873365,0.654440001,0.611143875,-0.066584341,0.107543264,-0.746489451,-0.15068625,-0.722991111,
0,1.365336342,1.229397506,0.121408992,1.01695882,-0.588479271,0.061081518,-0.131495624,-0.442311368,0.500939368,
0,-0.894070177,0.868839515,0.508982218,0.266188667,-0.801206429,1.353105879,-0.100717958,-1.42241847,-0.311596373,
0,-1.295779076,0.093192384,1.304581366,0.501003959,-0.334370365,-0.006770545,-0.312879509,-1.111988347,-0.427637598,
0,-0.009534062,2.037059833,0.623164771,-0.36052068,2.332029852,-0.437687349,-0.106460995,-0.862558086,0.083268509,
0,-1.489882686,1.224862556,0.426925485,0.752392783,0.383278524,0.446651847,-0.13266375,-1.92468026,0.017504583,
0,0.323563974,1.037160603,0.741912403,1.060060784,-0.499946037,0.894034561,-0.315331907,-1.866118018,0.381972165,
0,0.730427491,2.538153543,2.908301816,0.147442989,-0.367530764,-0.21906492,-0.06441109,-0.018166203,2.083068365,
0,-0.491073744,-0.979939738,-2.766143985,0.169907349,1.854512521,-1.634357442,-0.23999784,-0.85771172,-0.53915334,
0,-0.875734614,0.571943733,-1.880726801,0.652418345,0.207704483,0.593730459,0.107862474,1.550789912,-0.526378918,
1,0.47759247,1.454917179,0.186537958,0.172287376,-0.424514564,0.724939067,-0.103131222,-2.271056475,0.718124189,
0,-0.50026835,0.762708235,-1.862402558,-0.219515332,1.050500627,-0.773155726,-0.304411977,-0.368846641,-0.241652919,
0,0.658778765,-0.157212571,1.229176528,0.91359309,0.882388107,0.114600838,1.056260705,-0.339046808,-0.155676171,
0,0.452065847,-1.364192143,-1.583242174,0.698335934,-0.880640027,-1.465163241,-0.154532255,-0.200013828,0.680443246,
0,-0.748265814,0.510577917,-0.655128114,0.806867784,0.553899318,-0.592036973,1.934391452,-0.186608442,-0.57979217,
1,1.367014318,0.729883147,0.648642194,0.839624631,0.46789544,0.706102276,-0.241050666,-0.87512172,0.801173018,
0,0.281143703,0.000867936,-1.927432085,1.277862924,0.046109963,-0.059256499,-0.204857327,0.549815156,0.103252162,
0,-1.284451192,-1.421962987,-2.501982634,1.370211673,-0.12777322,1.156067666,-0.132312473,-0.327583751,-0.171614934,
0,-1.548990101,-0.951995869,-1.832514831,0.265644557,0.905574166,-0.06488548,-0.110341056,-0.121129623,-0.763867345,
1,1.332826046,0.201366875,-0.501972172,1.193510874,0.749048297,-0.581763091,0.132720457,-0.625668906,-1.008139673,
0,-1.132664256,0.714807666,0.270725453,-1.52269861,0.869385293,0.454126553,3.249701493,-0.094156456,-0.934073648,
0,0.736533532,0.579388287,0.392697722,1.008549137,0.244339641,1.151213848,-0.047937816,0.427544083,-0.243279226,
0,-1.377160064,-0.775613078,-2.812921057,0.249080536,0.650035523,-0.162499079,-0.299811672,-0.621071837,-1.261202232,
0,1.550925043,0.06763969,0.31209026,0.845488881,-0.180466768,-0.738728516,-0.170931921,1.358468557,0.48054097,
0,-0.026188815,-0.79578386,-0.812142187,1.190294049,0.780668642,0.062561116,-0.112322705,0.14405846,0.68239072,
0,0.063726218,0.024317183,-0.642267101,0.836889516,0.566537933,0.50565517,0.317088967,0.770025735,-1.033150961,
0,-1.45159379,0.679155869,-0.403013427,-0.34218686,-0.435732837,1.263352636,1.718689259,0.574875583,-2.092042988,
0,0.907885997,-0.62516471,-2.618656607,1.466624139,0.53010168,-0.895046472,-0.19831283,2.42827435,0.593053854,
1,0.37377578,-1.214672289,-0.273665034,-0.298661273,-1.518115361,-1.993271433,-0.117353073,0.908347697,-0.270505523,
0,-0.765316607,0.833870691,-0.446888463,-0.155697526,2.302106615,-0.367284657,-0.145862442,0.361433413,-1.049987819,
0,-1.173923182,0.227323804,1.645035574,0.695726175,0.157245488,-0.020890347,2.866766414,0.714450181,-1.647702965,
0,-1.716587977,0.996054848,-1.613731366,0.120166795,1.180728485,-0.191915997,-0.153056715,-0.18611735,0.230874071,
0,-0.865723455,0.906493371,1.129718911,0.471229033,1.146785068,-1.844342754,-0.02368785,-0.282412059,-1.00695584,
0,-0.008159551,0.640438015,0.792164238,1.266724292,-0.355356284,-0.401611137,-0.044435874,2.017275483,-0.440972479,
1,0.318753093,-0.592332627,-1.030648026,0.792688557,-0.525988596,2.068455453,-0.047797335,-0.827230568,1.680001782,
0,1.034764281,0.27923741,1.284835805,0.959349549,-0.375833181,-0.672435803,1.639851906,-0.322255348,-0.413616452,
0,-0.393616232,0.813042269,-0.291914445,0.756789053,-0.413952238,0.609845055,0.838881655,-0.64867821,-0.972793865,
0,-0.400166977,-0.807248972,-2.589959661,-0.099208178,-0.339529281,1.22629508,-0.195292724,0.155640384,0.516299207,
0,1.229831118,0.231605888,-2.025711019,0.532806119,1.241011606,-0.781770569,-0.26316705,-0.316709227,0.141972024,
0,-1.901002501,-0.548712793,-0.407034109,0.689628507,0.529527874,0.821320446,-0.147640715,0.177109024,0.256603989,
0,0.279883082,-0.197721197,-0.726993043,1.297334085,0.979388985,-0.262676839,-0.339845457,-2.512703244,0.703889887,
0,-0.898426696,1.461949752,-0.551953242,-1.721285107,0.449021677,1.161533252,-0.206870092,0.882395552,-0.286264035,
0,-1.13316587,0.670277705,1.282585489,0.260189328,-0.52279799,0.733295265,-0.013589415,0.265515733,0.051610616,
0,0.31025413,1.642138767,-1.865876528,-0.326075295,1.663717892,0.206726517,-0.282920613,-0.899910387,-0.67661048,
0,0.058503156,0.359562173,-1.851345735,-0.017881054,-0.391959868,0.197872615,-0.136023057,-1.406492703,-0.993281958,
0,0.565990266,0.909729716,-0.396820665,-1.181611308,1.695493842,1.125147734,2.69468155,-1.56055993,-0.014751872,
0,-1.229064201,0.143806197,1.134696811,0.415486652,-0.614296817,0.428880364,-0.294108249,-0.152953223,-0.693296724,
0,0.562410472,0.076727521,1.26574136,0.756383911,-1.130063423,-0.016675493,1.015046755,-0.243840312,-1.183958873,
1,0.890595098,-0.9137477,-2.073196203,-0.153782252,3.362213122,-3.295705672,-0.238170952,-1.678719162,0.806287909,
0,0.384361069,-0.078904987,-1.82586842,-0.914051503,-0.33001827,0.040330864,-0.729929375,-1.227485889,-0.778310206,
0,0.489566294,0.077540967,-2.141740797,-0.798699698,-0.714462585,-0.560258027,-0.8174627,-1.045902898,-0.663857573,
0,-1.342862502,1.250557252,-0.052283422,-1.690157996,-1.105509326,1.968454451,-0.321868275,1.134851806,0.271593272,
0,-0.349993831,-0.954989179,-0.997293815,0.62059747,-0.410944016,-0.598646238,3.01102357,-0.31335511,-1.319588575,
0,-0.934076802,-0.486771377,-0.403281076,0.197774551,-0.95579802,0.139818717,0.643629345,-0.493410262,-0.763051016,
0,1.348217275,-0.672203836,-0.992838257,0.70522719,-0.462363039,1.02124559,-0.53342792,-0.174032556,-1.632253327,
0,-0.060995598,1.054695011,0.450383576,-0.617540167,0.717475056,1.209532172,-0.414749331,0.430726559,0.821996654,
0,-0.894518491,-0.275857343,0.494686294,-0.258169303,-1.316151021,-0.162003825,-0.348015747,-0.001885196,-0.277060186,
1,-0.13332157,-1.283174737,0.361185327,0.824462036,-0.604843612,-0.703180124,-0.000381043,-1.420909006,-0.515271526,
0,-0.768693939,0.944788016,-0.137681131,0.894078481,-0.300235238,0.126502517,-0.060205485,0.316377426,0.123735926,
1,-0.749873492,-0.105161485,1.131596703,0.869273246,-0.374143333,-0.290109417,-0.008442485,-0.838345623,0.003990622,
0,0.488320274,-0.199699445,0.962267316,0.429264854,-0.510928035,-0.293949987,-0.050507711,-1.602205648,-0.356044506,
0,0.539707616,1.329235015,0.748443717,-0.823368976,0.342139391,1.52832898,-0.950062519,-0.214034014,-4.71306236,
0,1.330421837,0.00876005,0.955315768,0.234765534,-1.194640773,0.850079376,-0.094775522,0.747182282,-0.071101377,
1,-1.493384144,-1.655048331,1.165779131,-0.579456987,-0.843529958,-0.329241,-0.076268288,0.479176962,0.241572394,
0,-0.580309427,-0.429765784,-0.453724337,1.040589446,-1.00881892,1.912614736,-0.343259175,0.009283115,-0.273454974,
1,0.644169925,-2.496453619,-2.585244963,0.916155124,-0.258556361,0.16705435,-0.196974839,0.815902028,1.154968637,
0,-0.176181994,-0.64899316,1.609174744,0.865375282,-0.557834096,-1.276095543,-0.25463122,-0.561042708,-2.844129923,
0,-0.939680843,0.443814589,-1.310665799,1.127613745,-1.074309618,0.410794358,-0.404576579,-0.4330529,-1.14093073,
0,-1.035203499,1.500682616,0.28962162,-1.289347896,0.485278309,0.180514634,-0.043240804,-0.837821976,-0.013453381,
0,-1.561117699,0.774026578,-1.230743595,0.960189919,-0.878858321,0.400034799,-0.406941802,0.077387069,-0.534520221,
0,-1.698031407,1.042288065,0.423908878,-1.31603519,0.031702875,1.671154788,-0.046912042,-1.448672142,-1.005441162,
0,-1.253034464,1.306031933,0.672346943,0.301398415,-1.633373272,-0.574085176,-0.162997424,1.154827943,-0.279104837,
0,-0.814070503,-0.335625324,1.084715708,1.036264778,-0.645903277,-0.634660539,-0.497756366,-0.800250542,-1.647471151,
0,-1.380562548,0.997611348,0.302041961,0.244036878,-2.327425627,0.747388484,-0.097824866,-0.328633302,0.201978314,
0,-1.100071215,1.412597311,0.553851558,-0.835921684,-1.053819868,0.413002662,0.002399736,-1.941681967,-0.018610081,
0,-1.175425721,-0.661769433,-0.233467998,0.894263,0.499998427,0.934507623,-0.576816558,-1.046208079,-1.532206345,
0,-1.061405341,1.710243771,0.050165751,0.43914438,-1.450128657,-0.895851904,-0.160459087,-0.201802278,-0.139502603,
1,0.50333566,-0.878768888,0.340693837,1.025541105,-0.967578527,-0.394129155,-0.164082458,-0.252082169,-0.031446464,
1,-0.069214484,-0.759959699,-0.011726026,0.528132597,-0.627272082,-0.164543082,-0.121208601,-0.531893005,-0.530468866,
0,-0.355055791,0.799273524,0.209499467,0.789494321,-0.766062603,0.066839621,-0.057002019,1.690493679,-0.791254188,
0,-0.785052477,-0.967621409,-0.296151808,-0.104005112,-0.149742164,-0.034331515,-0.279390193,0.363911762,-0.965239305,
0,-1.424335604,2.220131058,0.109184691,-1.181344291,1.072768174,1.909560262,-0.307018119,-1.757972846,-0.931418805,
0,-1.122653502,0.063964895,0.97577604,1.077590107,-0.303766463,0.289389115,-0.066835161,-0.384510662,0.403479213,
0,-1.32644934,1.085079014,0.485692942,0.223385669,1.113480755,-0.743413116,-0.00710209,0.347682268,-0.28006167,
0,-1.026408397,1.194462054,0.510921273,-0.228974899,1.116103682,-0.373838767,-0.070579736,-0.378499824,-0.438731668,
1,-1.812392828,-1.328527617,0.352921138,-1.288952011,-0.451722855,-0.779511872,-0.114367514,1.463829784,0.252713952,
1,0.755505697,-1.153369367,0.411420291,-0.120068229,-0.839513085,-0.347665008,-0.089691703,1.246229007,0.153361432,
1,0.985289853,-1.44548026,-0.358881597,-0.376114273,-0.087640819,-0.260840913,-0.163639469,-0.386034631,-0.636747202,
0,-1.731457099,0.963400925,0.606152909,0.217815861,0.28208841,1.382320375,-0.172800745,-0.243751417,-0.218276387,
0,-1.285944888,1.535630851,0.189781801,0.216667021,-0.823713781,0.577178818,-0.218056732,0.236612061,-0.52483191,
0,-1.368362181,0.703995051,-2.039702056,0.457346913,-0.961897047,-0.020306153,-0.628327423,0.219114085,-0.321035763,
0,-1.195598745,0.362697605,0.55467487,0.752523179,-1.14773348,-0.546138738,-0.062006248,0.112691393,0.476184839,
1,0.555114149,-0.16231244,0.998532216,1.027483169,-0.950076376,-0.647844325,-0.300487866,-0.503317523,-1.848483946,
1,-0.244860746,-0.8093579,0.725170363,0.497229748,-0.443540156,-0.793410118,-0.041983538,-0.181506182,0.360735944,
0,-0.703756686,0.768755261,0.796666321,0.887025354,-0.102122361,-0.117685457,-0.703218392,-1.715883901,-3.970696007,
0,-0.402334266,0.904978423,-0.845251711,1.227613662,-0.225048669,-0.092137788,-0.275018396,-0.690467483,-0.827019997,
1,-1.113408157,0.085619782,0.86425888,0.282363367,-1.76440194,-0.515698844,-0.111700585,0.064185849,-0.251477078,
0,0.902328302,1.935128177,0.466872053,-0.463542494,0.572512684,-0.479236047,-0.054300736,-1.324557165,-0.360563647,
0,-0.395126299,0.400367664,1.165861934,0.529144353,0.722793199,0.324916898,-0.444984426,-0.963202167,-0.422753877,
0,-0.929448868,1.103173377,0.320442654,0.377971346,-0.644721329,-0.300878185,-0.782478508,-1.927103848,-2.440824752,
0,-0.587330006,0.886205377,-1.892947872,0.099399679,0.470139995,-0.477689237,-0.577651311,0.148514529,-2.903382561,
0,-1.481299946,1.643126744,0.764722834,-0.984591694,2.034055896,0.621999835,-0.11073368,0.567654351,-0.860274752,
0,-1.410847144,-0.202428968,-1.180169061,-0.498559532,0.817666328,-0.626696342,-1.472373117,-1.045428491,-1.722207641,
1,-0.499537967,-0.866008764,0.522367848,-0.651827644,-1.322829899,0.81960099,-0.113210297,0.606634035,-0.409315516,
1,0.740617506,-1.162423554,2.362452265,-0.202622685,-0.87499244,-0.480790644,-0.098631213,-1.032223807,-1.360412851,
0,0.516262637,0.19022164,1.358651191,0.848755857,-0.015352707,0.53672192,-0.689435669,-1.248298924,-1.459560757,
0,-0.013969878,0.050587331,1.174491728,0.704965106,-0.951310932,-0.719539681,-0.013088872,0.943471099,-0.136706225,
0,0.338502803,-0.075492222,0.71473152,1.083934265,-1.31259528,1.371352583,-0.105182197,1.279971711,0.33960126,
1,0.948660686,-1.138086748,0.030664912,-0.162316581,-1.444456395,0.235280986,-0.109250811,0.740591389,0.478513135,
0,-0.669957825,-0.382181513,-0.420067399,1.041538458,0.098327721,-1.301348003,-0.20981583,-0.766957922,-0.933538198,
0,0.931536664,1.565609702,-0.236825727,1.188009204,-0.89801516,-0.136315181,-0.091796054,0.807827425,0.040041546,
0,0.155788222,-0.114423534,0.398676603,0.511292831,-1.117922813,-1.744682947,-0.163925816,0.564163199,0.103368574,
0,-0.793347932,1.501888098,0.340297745,0.338694066,-0.113672528,-0.170125404,-0.108506367,-0.214083513,0.109360333,
0,0.45606032,0.006870843,0.385379256,0.955107505,-1.493508423,-0.885167714,-0.102981717,-0.3275798,-0.02153395,
1,-0.248459514,-1.138712932,1.060045621,-0.68904322,0.026183732,-1.400766527,-0.041418093,0.012551008,-0.278631125,
0,0.096703327,0.935936384,1.369330887,0.101480503,-0.392275885,0.551275747,-0.030537228,-1.05350166,-0.463496488,
0,0.059294052,-0.314531499,0.966556137,-0.133092032,1.023088888,-0.290702206,-0.440330512,-0.829331783,-2.128660144,
0,1.579789949,0.687753201,-0.608653184,0.963761828,-0.12172083,-1.010978671,-0.258399701,-0.539573939,-0.063344509,
0,1.047016197,0.759805216,-0.010128398,1.476840468,-1.639480221,-0.295207029,-0.143657824,0.049195718,0.566506989,
1,-0.457313865,-1.109629453,2.562057053,0.558414278,-0.856364024,-0.462438122,-0.123541016,-1.004554838,-1.178119531,
