Grade_binary,Student_1_5_Grade_performance,Schools_with_high_no_of_low_income_families,Probabaility that 2 student belong to different Race,Class Size Index,Qualification of teacher,4_10_years_expe_teacher,Media Contect Index of School,No of Expulsion per 100 student,Long Suspensions per 100 students,
0,0.344964254,0.224935256,3.443180267,-1.458830736,-0.165257762,-0.080396615,0.584039472,0.541168496,0.207624134,
1,0.376890444,0.829020924,0.753396076,-1.021591725,-0.354458757,1.195821858,-0.069114873,0.416528094,0.19055126,
0,-0.029089355,-1.193383498,0.962487597,0.862474794,-0.960719361,-0.718260419,0.013360669,0.450947715,0.816424715,
0,-0.10113367,0.502009293,1.935645109,0.262394261,-1.065344434,-0.899452432,-0.042045764,0.851130595,2.988894397,
0,1.417178279,-0.137176391,1.73701985,-1.953026728,-0.899845845,-0.411185787,0.058502195,2.246508203,0.903899069,
1,-0.416037255,-0.430875392,2.871614841,0.057908511,-1.970615365,-0.876846492,0.122313995,2.70184148,0.445648421,
1,0.778143567,0.186176542,-0.410414253,-0.568375176,-0.991711835,-1.251633346,-0.134952917,0.646654546,0.314242635,
1,0.416533767,-0.694535138,0.175861807,-1.247616915,-0.838573112,1.415824174,-0.037586009,-0.603779068,0.387729039,
0,1.487637164,0.269066757,0.927245872,-0.285132082,-0.635231956,0.143602014,0.136594809,0.331779796,2.75979139,
0,2.054563311,-0.391838673,-0.289591644,-0.273295604,-0.863675035,-0.285360799,0.009540378,1.118123391,1.240177847,
1,-0.325278193,-0.170608064,2.081430181,-0.827563698,-0.656592068,-0.370160796,-0.119769385,-0.191338894,-0.030363173,
0,0.262707258,-0.144395317,-0.364864981,-1.237867302,-0.15772418,0.056589392,-0.166417767,-0.713604324,0.19308273,
0,1.683600813,-0.961179264,0.315286721,-1.382259055,-0.529989315,1.268844315,-0.044963835,1.981489977,0.477092877,
0,0.693666892,-0.848852829,0.463892231,0.37327272,-1.029662626,0.894719479,-0.010037682,0.924750743,0.525738046,
1,-0.57719478,-0.435404893,0.706223741,-0.586333977,-0.222466456,1.499298889,-0.013148164,0.760656022,0.112923876,
1,0.515268515,0.199527851,1.773933135,-0.17756223,-0.931769162,-0.8268481,-0.093540882,-0.329301901,0.045201263,
1,1.969182962,-1.420422271,-0.58505876,-0.799340883,-0.688372573,1.462862062,-0.087433573,0.011484223,0.099730507,
1,0.846122348,-0.861760986,0.546835149,-1.032844928,-1.022138097,-0.449250678,-0.093963609,0.377862994,0.578993833,
0,1.703211741,0.721678567,-0.263816287,0.219842089,-0.199755764,-1.38309864,-0.179510826,1.145052106,0.474186029,
1,0.650519974,-0.998518927,0.793669477,-0.918768215,-0.591256538,-0.705460203,-0.032238397,0.290461438,0.356350994,
0,0.571608494,-0.782945402,0.274897549,0.548078168,-0.537047218,-0.652835509,-0.013212682,0.718581162,-0.002963323,
0,0.926179645,1.195074126,-0.761529254,0.87647814,0.032475042,0.47833739,0.691340884,0.132799001,0.829102485,
0,-0.008338023,0.08109205,-1.16217648,0.568890723,0.218905349,0.874910449,-0.136052889,0.084372621,-0.206886798,
1,-0.069372364,-1.674408668,3.003388284,0.325697007,0.965806217,0.543197321,-0.106428009,0.033801267,-0.1223192,
0,-0.738070134,-0.626107117,0.850161186,-0.869812561,0.714268042,0.105482899,-0.148242912,1.137585633,0.207900887,
0,-0.192698251,0.355584674,0.258990908,0.866708067,-0.545802757,2.332882352,-0.037713088,-0.512428492,0.918063141,
0,0.385103344,0.043102185,1.691315558,0.660132554,1.32383831,-0.268818409,-0.215742591,-0.082769614,-0.446507733,
0,-1.041758143,-0.623982934,0.732587734,0.946852673,0.860267161,1.828833606,0.00382125,-0.518294829,0.19667235,
1,-0.049376532,-2.220100912,-0.490196313,0.470017238,-0.619602831,-0.726450878,-0.142298805,-1.334110717,0.551730822,
0,0.418116233,0.907858173,-1.094478017,1.066976185,0.697256684,-0.856835384,-0.541717315,0.992876135,0.100574781,
0,0.670472781,0.370187179,1.198554091,0.85312161,-0.454185878,-0.436819793,-0.265229712,0.474729723,-0.999381126,
1,-0.991824873,-1.705384283,-1.450334202,0.375839857,0.221251453,-0.043662834,-0.165902702,-1.944907906,0.447162626,
0,1.48394021,-0.123477845,1.476377028,0.794589093,-0.581444206,0.247858113,-0.172167051,-0.513521814,-0.637256217,
0,-1.29321887,0.423399535,0.177206997,0.908625281,-0.314970661,0.059523499,-0.303384224,0.039686989,0.12933198,
1,-1.637047729,-2.755009236,0.24015467,0.738165105,-1.242232739,1.392542731,-0.066276061,-0.271929874,0.38760158,
1,-1.482753007,-2.180138353,-0.081428231,0.59905723,-1.070632009,-0.593314432,-0.176121509,-0.569955176,0.120374686,
0,0.894239221,-0.093131483,0.82561851,0.86382818,0.574945753,0.458716449,-0.013083465,-0.933625378,0.059550421,
0,1.880231558,0.186755164,0.715429686,-1.875572791,-0.655758065,-2.696586201,-0.079409227,0.730431544,0.917410542,
0,-0.42967935,-0.369621641,0.030152443,-1.76954429,-0.004827206,-0.418233188,-0.208713516,0.041212322,0.030246308,
0,-1.962766079,-0.54215997,1.277020421,-1.595584403,-1.073743004,-0.267347943,-0.081031902,0.235143357,-0.24165556,
1,-1.135131603,-1.083916789,-1.232366258,-0.088282619,0.757717034,1.376711703,-0.161704789,-0.499404515,0.092166691,
1,-0.621501639,-0.07967355,1.400612382,0.542908645,-0.497583144,0.96672526,-0.242760242,-0.084213853,-0.691180809,
0,-0.919199691,-0.034679212,-0.122419037,0.766568555,-1.328616991,-0.343661607,-0.277482552,0.587815643,0.177845502,
0,0.513085342,-0.071523167,-0.289129066,0.960649671,1.461094047,1.520061424,-0.23399907,0.47632698,0.181229227,
0,-0.5347797,0.813065086,0.257494862,1.206615271,-0.983845367,0.718013487,-0.102276122,-0.442205694,-0.288878799,
0,-0.866218854,0.044582847,0.496357478,0.634793618,-0.698600699,-1.132900969,-0.005042742,1.518228298,0.059849675,
1,-0.678247659,-1.255942154,0.51523013,-0.138386764,0.456954944,1.092216704,-0.074562571,0.26298881,0.302930536,
1,-0.298176737,-1.788479516,1.903519865,-0.130365265,1.316303717,0.543918796,-0.151815576,-0.879722138,-0.197448999,
0,-1.672180302,-0.8718791,-5.510518758,-0.349061217,-0.560365934,-0.111215998,-0.675483066,-2.989198759,-10.85047953,
1,1.357128097,-1.730670705,0.636925758,0.315271734,-0.824769307,0.323661861,-0.093151443,0.510545482,0.370360974,
0,0.642851192,0.684565855,1.373818815,0.968603842,-0.598971194,0.044041018,0.051527833,-0.837918192,0.516981776,
0,-0.864049884,0.69311698,1.190566323,1.130597133,-0.009015668,0.471210908,-0.044630138,1.355492918,-0.120422544,
0,-0.976597832,0.604576491,0.448619012,0.828085833,0.896732573,0.239370975,-0.121203567,-0.772450834,-0.626926934,
